V2,V3,V4,V5,V7,V8,V9,V10,Q1,Q44,Q45_1,Q45_2,Q45_3,Q45_4,Q45_1,Q45_2,Q45_3,Q45_4,Q2,age,gender,self-disc,disc time_1,disc time_2,disc time_3,disc time_4,Q10,learn,learn_time_1,learn_time_2,learn_time_3,learn_time_4,Q13,perform,perf_time_1,perf_time_2,perf_time_3,perf_time_4,Q16,Q17,Q18_1,Q18_2,Q18_3,Q18_4,Q19,Q20,Q21_1,Q21_2,Q21_3,Q21_4,Q37,Q38,Q39_1,Q39_2,Q39_3,Q39_4,Q40,Q41,Q42_1,Q42_2,Q42_3,Q42_4,att check,note,note_time_1,note_time_2,note_time_3,note_time_4,Q24,PT_1,PT_2,PT_3,PT_4,PT_5,emp,DG,DG_time_1,DG_time_2,DG_time_3,DG_time_4,LP scale 1_1,LP scale 1_2,LP scale 1_3,LP scale 1_4,LP scale 1_5,LP scale 1_6,LP scale 1_7,LP scale 1_8,LP scale 1_9,Q31_1,Q31_2,Q31_3,Q31_4,LP scale 2_1,LP scale 2_2,LP scale 2_3,LP scale 2_4,LP scale 2_5,LP scale 2_6,LP scale 2_7,LP scale 2_8,Q34_1,Q34_2,Q34_3,Q34_4,Q50,Q46
Default Response Set,Anonymous,,,0,5/30/13 9:23,5/30/13 9:25,0,1,1,,,,,,,,,1,34,2,"I am a 34 year old woman with red hair and green eyes.  I work as a Systems and Network Administrator at a large company in Omaha, NE.  I am married to a wonderful man from Bulgaria.  We are extremely happy and enjoy excercise and spending time outdoors with our two dogs. We just got back from a much needed trip to Miami and feel energized after the fun in the sun. ",8.125,8.125,107.333,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/30/13 10:39,5/30/13 11:19,0,1,1,,,,,,,,,1,21,2,"I am a female college student who is graduating in December. I am majoring in sociology and biology and plan to get a Master degree in Public Health to work in health policy. I enjoy reading, sewing, and going on walks with my dogs. I like to go out with friends on the weekends, but I spend most nights at home after a long day at school. /  / Recently, I started fostering a puppy, which means that I am going to take care of this dog until she gets adopted by her permanent family. I was nervous about how she would get along with my current dog, who can be nervous and a little protective about her family. It's been about a week, and it's going really well so far. The dogs love to play and chase each other around the house. They share my dog's toys and food, which makes me really proud of my dog. The best moment was a few nights ago when I caught them all cuddled up next to each other, sound asleep. Deciding to foster this dog was a great decision after all.",2.311,147.324,319.21,5,1,"I met someone at a retreat for a club that I'm in. At first, I didn't really understand her and we didn't get along that well. Eventually, I got a chance to talk to her more about who she was and what was happening in her life recently. I learned that she was in helping to run the retreat. This made me realize that part of the reason I found her to be aloof and distant was that she was stressed about making sure that the retreat went well. I also learned that she had found out that her dog had passed away the previous day. Based on my own relationship with my dogs, I realized that she might seem distant because she was really sad. /  / This reminded that you should never judge a person by their behavior until you realize what is going on in their life, since that might be making them act differently. We have since become good friends.",8.527,261.491,266.056,5,,,,,,,,,,,,,1,1,0,0,16.285,0,,,,,,,,,,,,,21 year old black woman. She and her boyfriend recently broke up.,"Hi! I'm really sorry that you and your boyfirend broke up. I'm sure that must be a really tough situation. I am glad that you have friends to support you though. I know you've probably heard this a ton, but try doing some things that you love that might take your mind off of things! I'll be thinking of you. Best wishes!",8.245,8.245,108.771,1,1,2,4,3,5,3,5,15 cents,3.507,3.507,19.602,1,6,5,6,6,5,7,6,6,5,12.006,40.615,41.476,9,6,5,5,6,4,7,7,4,3.623,30.389,32.585,8,2,
Default Response Set,Anonymous,,,0,6/6/13 11:05,6/6/13 11:21,1,1,1,,,,,,,,,1,29,2,I recently gave birth to my first child.  this has been a big change for me because i have always been very career focused and i have since had to give up my child to become a stay at home mom.  at first i felt that i wasent doing enough in my new role as a stay at home mom but i have begun to realize that the job that i now hold is far tougher then anything else i have ever done i just dont get paid for it.,12.044,15.189,529.811,2,,,,,,,1,when i was trying to get my previous job i had to interview with the company three different time.  i tried to appear very friendly by joking and talking to the interviewer like we were friends since it was a customer service job.,18.538,18.538,84.766,1,1,1,0,0,39.404,0,,,,,,,,,,,,,,,,,,,that she had just broken up with her boyfriend two days ago,"While it may not seem like it now your friends are right.  You just have to get used to the idea that you are no longer with the same person you were with all those years.  this is a great chance for you to find yourself again because im sure your not the same as you were when you were a junior in highschool we all change as people.  You mentioned that you were in college, why not just try to enjoy the freedom and new exsperieince that the college life has to show instead of worry about the break up or the urge to get a new boyfriend.  you never get these years back so enjoy it while you can.",2.756,17.032,136.267,2,1,1,7,1,7,1,6,0,9.509,9.509,11.573,1,7,6,2,6,4,7,5,6,6,3.848,27.32,28.208,10,7,6,6,7,4,7,5,5,6.018,24.011,24.734,11,2,1
Default Response Set,Anonymous,,,0,5/30/13 12:56,5/30/13 13:02,0,1,1,,,,,,,,,1,56,2,"I  graduated from college with a degree in accounting.  I was married for over 20 years, but I am now widowed.  I don't have any children.  I live by myself, except for my two dogs and one cat.  I recently bought a new car that I am very excited about.  My old car was 10 years old and I decided I needed something new.",12.614,87.261,229.867,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/30/13 13:36,5/30/13 13:51,0,1,1,,,,,,,,,1,34,2,"I'm a 34 year old female who converted  to Islam. I am married with children.  I work outside the home several days a week which involves a lot of traveling via car.  My job can be boring  and repetitious but getting to meet new people makes up for that.  Living in a small and rural area, I am surprised by the kindness of strangers when they approach me to ask about my hijab (scarf on my head).  I do wear it every time I leave the house.  Summer just started so the kids are home.  We are doing a lot of cleaning up type of yard work to improve our back and front yards.  We are also beginning our own vegetable garden this year.  My niece just got married this past month.  This will be my husband's first Father's Day.  ",2.311,87.027,197.906,2,,,,,,,1,"I was obtaining a prescription at the pharmacy.  The pharmacist assistant asked if she could inquire about my hijab.  I said yes and allowed all her questions.  It was very neat and fun and we both learned a lot about one another.  Now I see her every time I go to the pharmacy and she is super pleasant with me.   /  / I never notice whether others are looking or staring at me while my daughter and husband DO notice.  Before, when I did not wear a hijab, others really took no notice of me and rarely spoke to me.  Now more and more females tend to go out of their way to speak, to say hello and to ask how I am doing.  I like that.  I really like that the pharmacists assistant felt comfortable enough to talk with me at length. /  / Conveying that I am likeable to a stranger helped me in that situation because there were so many other people standing nearby, listening and watching.  The other assistants also stopped what they were doing for a minute to step closer to listen to our conversation.  ",3.217,3.217,217.712,1,,,,,,,1,1,0,0,28.531,0,,,,,,,,,,,,,The lady was telling about the break-up between her and her long-time boyfriend and how she felt about it.,"In some aspects, I can see things from your point of view.  Once upon a time I used to date.  When a very good relationship ended, it was very difficult for me to see the ""forest for the trees"".  When your heart is broken and you're feeling so confused about things, it does make it quite difficult to see anything good that could happen.  One thing I do know is this:  if you look hard enough, dig hard enough, you can always find the silver lining in the darkest of clouds.  You may not be able to SEE this until AFTER something else good has happened.  That's how it is with me sometimes.  How can I find something good out of the death of my mother?  I can.  It brought my eldest sister and I closer.  That's the good in the bad.  Hang in there.  Things will turn around soon enough.  Focus on yourself and doing things for you and your future husband will come when it's time.",0.897,0.897,176.015,1,1,1,7,1,7,1,6,10,9.704,9.704,16.334,1,7,7,5,7,5,6,5,5,5,7.608,38.885,39.626,9,7,7,6,5,5,7,7,7,7.339,41.406,41.975,9,2,
Default Response Set,Anonymous,,,0,5/30/13 14:08,5/30/13 14:33,0,1,1,,,,,,,,,1,33,1,I am a young professional who is currently studying to enter a second career.  I am fairly liberal and interested in politics.  I am going into medicine.  I love nature. /  / I've recently met several pro-football players unintentionally!,2.069,2.069,75.746,1,1,"In my work I often encounter people different from me (I work in a place far from where I live and the politics and mindset are somewhat different here.  I encounter people who openly mock ""liberals"" in my presence not knowing that I am one.  Yesterday I encountered a particularly boisterous fellow who was railing against government inefficiency even as he talked to me (I work for the government).  I listened to his concerns and it seemed to me that he felt that his tax money was generally wasted and didn't go to things he felt important.  By hearing his concerns, I was able to show him how the service I provide benefits the community and society and help him to understand that we are not wasting his money in my department.",1.956,1.956,169.636,1,,,,,,,,,,,,,,,,,,,1,1,0,0,14.173,0,,,,,,,The person I read about broke up with their girlfriend.,"I'm sorry to hear about your loss.  I'm a tiny bit older than you and I've been through a similar experience.  I wish that my younger self had been able to process things better because I was a tiny bit consumed by the whole thing.  I don't really have advice for you, but I can say that the quicker you accept reality, the better off you'll be.  Good luck.",2.157,2.157,88.93,1,1,1,7,4,5,1,5,5 cents,1.306,15.425,19.93,2,6,6,6,5,5,5,7,7,5,5.03,20.317,20.823,9,7,7,7,7,7,7,7,7,4.975,15.303,18.001,8,2,
Default Response Set,Anonymous,,,0,5/30/13 14:44,5/30/13 14:48,0,1,1,,,,,,,,,1,38,1,"I was divorced 3 years ago. It was the worst time of my life. I went into a severe depression. I recently moved to another town, nearby the beach on the east coast. It raised my spirits, and I am ready to move on again.",1.768,1.768,45.174,1,1,"When I was living back home, I met a friend from high school and reconnected after over a decade. It was such an exciting feeling to have, meeting a new person. /  / I am now living in a new town, with that person. We have ups & downs, like any couple, but I have a rejuvenated sense of purpose and I am motivated to try and do something with my life again.",2.152,2.152,103.562,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,2.032,0,To illustrate with words how someone overcame a social situation.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/30/13 15:38,5/30/13 15:39,0,1,1,,,,,,,,,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,5/30/13 16:02,5/30/13 16:03,0,1,1,,,,,,,,,1,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/6/13 19:38,6/6/13 19:58,1,1,1,,,,,,,,,1,21,1,"I am a college student. I am also a written arts major with a focus in middle eastern studies. Recently, I was hired to work at a Pet store, but I am terrified of all pets. Another thing is, I have to quit because I am going on vacation for a month. This was totally unexpected. ",1.778,1.778,312.518,1,,,,,,,1,"Recently, I was at a party. There was a girl there who I knew had been talking bad about me based off what others had been telling her. I am normally not the one to give such people the time of day when they judge me before getting to know me, but this time, I decided not to let my character be slandered the way it had. So I would do things around said person to show her I am a gentleman and a kind guy. This helped my night out so much. It removed most of that ugly tension I had been feeling early on in the night. ",72.043,221.075,361.012,3,,,,,,,,,,,,,1,1,8.436,9.274,39.502,2,,,,,,,The writer's girlfriend has recently broke up with him.,"It seems like you were in love with her. I'm sorry that she's hurt you this way, and that you were totally blindsided by this. The good news is, things will get better, and now you're also free to pursue other relationships that will not end the way this one has. ",41.556,41.556,109.548,1,1,1,7,1,7,1,7,0,1.73,14.598,18.076,3,3,3,6,6,5,6,4,5,4,3.341,54.204,55.287,13,4,4,4,4,4,4,6,4,3.806,10.451,12.255,11,2,1
Default Response Set,Anonymous,,,0,5/28/13 19:29,5/31/13 6:57,0,1,1,,,,,,,,,1,37,1,I am a 37 year old male living in the SouthEast. I am unmarried and work in finance. / I recently won a Jijutsu tournament.,2.249,2.249,56.658,1,,,,,,,1,"I met a very attractive girl at a bar. Was out with my friends and i saw her, decided I would like to get to know her better / So I appporached her, we talked for a little bit. Obviously I wanted to be judged favorably, My wanting to be judged favorably probably backfired more than anything. made me more nervous and concerned.",2.996,2.996,118.584,1,,,,,,,,,,,,,,,,,,,1,1,0,0,24.464,0,He was dumped,"Being Single is awesome, be happy. Plus your only 21 this will happen tons of times",1.43,1.43,36.565,1,1,2,5,3,5,2,3,0,8.974,8.974,11.231,1,6,4,6,7,7,5,2,6,6,6.585,40.768,42.542,10,6,7,4,6,6,7,7,7,4.329,29.32,30.192,9,2,
Default Response Set,Anonymous,,,0,6/8/13 16:32,6/8/13 16:58,1,1,1,,,,,,,,,1,49,2,"I am married and have 3 children from my present husband. I have a daughter from a previous marriage ,and my husband has a son from his previous marriage. My husband recently took a job as an over the road truck driver and is gone for about 45 days before he can come home. Since he has been gone , it is funny but I seem to feel better and have more energy to do things around the house. Maybe it is just because I'm doing what he did around here when he was here. My daughter also seems to be more of a help around the house too. We love him but it seems like the separation is doing us good. ",12.199,407.993,512.997,8,1,My daughter recently got married to this guy from India. I'm white and am a Christian and he is considered Asian and his religion is Hindu. Our cultures are very different.  / One evening they came over to visit and we discussed how his culture is. It was rather interesting and found out that people from India seem to have high moral standards.Also they are accepting of all religions accept for Islam. They have many gods.  ,46.208,177.848,446.331,4,,,,,,,,,,,,,1,1,50.36,50.36,51.497,1,,,,,,,,,,,,,This girl recently broke up with her boyfriend and can't stop thinking about it.,There are more fish in the sea. Forget him since he wants to play the field. Try to spend more time with the girls. Focus on your education and before you know it Mr. Right will come along. / When your x boyfriend wants to get back with you because he realizes what he lost tell him that you are playing the field and maybe later.,2.944,2.944,197.773,1,1,1,6,1,7,1,6,0,15.496,15.496,23.502,1,6,6,5,5,4,6,4,5,5,9.659,52.995,53.879,9,6,6,6,6,6,7,6,5,5.72,37.328,38.291,8,2,1
Default Response Set,Anonymous,,,0,6/8/13 17:36,6/8/13 18:03,1,1,1,,,,,,,,,1,53,1,"I am an old white guy, who likes people to be happy. I try to see the better side of life, and to help others find that better side. I dislike those who tend to expose the bad side of things, and I work to offset their negativity. I had an interesting event happen to me recently. My daughter, all of 22 months old, came to me and gave me a big, fat, squishy hug. It made me forget everything that was bothering me, and just filled me with a rush of love. I wish that everyone in the world could feel that same thing, every day.",5.099,5.099,206.191,1,,,,,,,1,"I was sitting in a bar in Sao Paolo, Brazil, with a co-worker. I was sing;e, and unattached, and we saw a couple of girls in a corner table who seemed to be looking our way. We sent them several rounds of beer, but we were intent on our own conversation, and didn't go to visit. them. Once we were finished with our conversation, and ready for business, I got serious about the interaction between our bar-side position, and the girls in the corner. They were pretty, and pretty well lubricated, between their orders, and ours. /  / I determined that I had made a good impression when the one that I was interested in, with long long coal black hair, and large breasts, came waltzing by our table on her way to the ladies room. She put the moves on as she passed, and there was a very sweet motion in her booty as she swished past us. Apparently, we had conveyed all that needed to be conveyed, because I ended up sitting with the 2 ladies for about 4 hours, after my co-worker (married guy) went back to the hotel, and then we ended up sharing 2 years of fun, travel, and sex, after that night.",2.329,246.495,361.034,5,,,,,,,,,,,,,,,,,,,1,1,0,0,25.081,0,The writer has just recently been dumped by his girlfriend.,"Hello, friend! I am 53, and have been dumped several times. The good news is that each time I have been dumped, I have found something better down the road. The bad news is that being dumped really SUCKS! As you now know. The first thing that you HAVE to do, is to look at yourself in a mirror, and say ""Well, friend, you can sit around and mope and cry, ALL you want. You deserve it! SHe was a sweet girl, and I love her, and I wish she hadn't dumped me. But, SHE DID."" Take a breath, consider the importance of accepting that SHE DUMPED YOU, and then reconsider your image. SHE IS GONE. YOU are still here. So, NOW WHAT? And then start dealing with the 'NOW WHAT' part. You've gone from a certain situation, in which you knew who you would be kissing, when you kissed someone's lips, and you knew who you would be making love with, when you did that, if you were doing that. You knew who would be texting you with sexy tidbits, and you knew who you would call when you had something important to discuss.  /  / Now, you don't have that, and it's REALLY unsettling! But, DON'T DESPAIR! You lived life without her, before you started dating. You can do fine, on your own, now that she has DUMPED YOU.  /  / Let's be frank. BEING DUMPED SUCKS!!! I know, because I've been dumped about 5 times as many times as you have. And I've dumped about 5 women, too. It ALL sucks, even when they are vicious bytches.  /  / Getting a new girl should NOT be your priority. Getting your old girlfriend back is NOT a priority. YOU, being a happy and contented guy, ON YOUR OWN, iS the priority. It's difficult to focus on anything, when you're hurting. My advice to you is to focus as much as possible on your studies. Gut it out until the end of the semester. Try to fill your summer with an internship, or some part-time work, and play.  /  / In 6 months, you will be dating someone who appreciates you for what you ARE NOW, rather than comparing you to what she thought you were in high school, and how you aren't really fulfilling her needs anymore. You're going to improve with age, and you will change as you do so. You're also going to find a woman who has improved with age, and is more certain about the kind of man she wants, as she grows. You need to grow, and you will.  /  / I know it looks bleak to you, when your world has been ripped apart by the departure of the woman to whom you have dedicated your time and talents, but that's the road she chose. You CAN'T change HER actions, but you can DO YOUR BEST TO TAKE ADVANTAGE of what she did. But YOU have to make that choice. You WILL make that choice, my friend. It's up to YOU, how much time goes by, until you do so.",2.187,487.727,826.164,7,1,1,7,1,7,1,6,12.5,7.492,7.492,13.859,1,6,6,5,6,3,5,3,5,3,5.458,35.16,36.034,9,6,7,2,6,6,7,2,6,4.572,26.548,27.631,8,2,1
Default Response Set,Anonymous,,,0,6/8/13 17:36,6/8/13 18:04,1,1,1,,,,,,,,,1,47,2,"I am an Aerican writer. I live in NYC. I care about environmental issues, music, travel, nature and the ocean.  /  / Recently, I drove about halfway across the country.",8.28,8.28,112.448,1,1,"Let me think ... a time when I met someone new in a social situation. This could be the time when I met an older lady who seemed very conservative to me at first, but then her values, attitudes and such actually were more similar to mine than I thought. That taught me not to judge people. / ",23.776,192.152,197.146,14,,,,,,,,,,,,,1,1,0,0,22.563,0,,,,,,,,,,,,,"Someone broke up with her boyfriend, or he broke up with her actually.","If you'd been dating since high school and transitioned into college together, still dating, I can see how that is a significant relationship. I'm sorry about what you're going through. All I can say is, time heals. Try to get out and circulate, even if you don't feel like it. Being social will help you, trust me.",5.747,5.747,96.594,1,1,2,5,2,5,2,5,5 cents,13.052,13.052,18.693,1,4,5,4,3,4,5,4,4,4,6.288,16.968,17.882,9,5,4,5,5,5,7,5,4,4.967,18.022,19.392,8,2,1
Default Response Set,Anonymous,,,0,6/8/13 23:44,6/9/13 0:02,1,1,1,,,,,,,,,1,18,2,"I'm an 18 year old college student. I am extremely motivated to succeed in life. Failing isn't an option, it just isn't even a thought that I entertain. I want to be the best that I can be and that is what drives me in life. No matter what I am doing I believe that it has an impact and that it matters in some way. I love new experiences and being adventurous, it keeps me on my toes. I moved home for the  summer and have been working to pay for school. Something interesting that has happened recently is I started to learn Spanish. It's really exciting and fun, but it is also a little frustrating. When I can't remember a certain word or how to pronounce something I get frustrated. But it is a fun experience and I am looking forward to mastering the language. ",2.547,151.715,49.093,5,,,,,,,1,I'm in a club at my school and it is a fairly large organization. Because of that I am constantly getting the chance to meet new people. Because I potentially will interact with these people on a regular basis I definitely try to make a good first impression so that I will be judged favorably. The last time I went to a club meeting I met one of the members that I had not previously met. He was really cool and I did my best to make a good impression. He was really nice and I had a good conversation with him. ,1.434,81.521,174.391,4,,,,,,,1,1,0,0,34.591,0,,,,,,,,,,,,,The woman broke up with her boyfriend that she had been dating since her junior year of high school. ,"It definitely seems like a difficult situation. Breaking up with someone is always hard to do, but a lot of times it's a good thing. There is a lot to experience, and there are many other people out there. Even though it might seem really upsetting right now, it definitely gets better. People come into your life for a reason, and they leave for a reason as well. Their impact makes a difference in your life and that can be a great thing. But it is important not to get stuck on one person. If that person has left your life then it is for a reason, maybe it is so that you can see or experience something even better than before. Keep pressing on, it will be worth it. ",3.06,219.312,219.976,6,1,2,6,1,5,1,6,12,8.097,8.097,13.537,1,5,3,6,7,5,5,6,7,5,4.852,45.122,46.084,16,6,7,5,5,7,7,5,5,4.724,26.534,27.683,10,2,1
Default Response Set,Anonymous,,,0,6/9/13 0:23,6/9/13 0:46,1,1,1,,,,,,,,,1,66,1,I am retired due to medical situations.  My intentions had always been to work until the day I died as I love to work.  I am a rather recent graduate as a Lay Minister in the Buddhist tradition.  I take my religious/spiritual life very seriously. /  / My spouse was relocated to the Bay area of California and the end of 2011.  We hated living in Calofornia.  Everything was way too expensive.  She had it so bad that she quite her high paying job after 15 months.  Three months ago we moved to Texas to live by our son.  We absolutely live it here.    ,12.468,210.348,368.165,3,1,"I am thinking about a neighbor that we got to know when we moved to California.  He was just hired by The Federal Reserve Bank.  He had lived in California his entire life and was comfortable with the cost of living there. /  / His position sounded rather prestigious.  However,  he was just an ordinary guy.  I walked his dog often in the daytime and his apartment was a total mess.  He never made his bed and the rest of the place was trashed.  Not very impressive! /  / I learned that you need to be as quite as possible about any issue that could be taken as controversial.  I could not even talk about neatness and he definately was not.  I learned to smile alot and have him talk about himself.",16.56,16.56,378.847,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,34.711,0,"That this person was just an ordinary guy.  He and his girlfriend, who had been together for a long time, just broke up as she wanted to date other guys..","Unfortunately, nothing is ever permanent.  Sometimes we do not know what is best for us.  I firmly believe that the universe provides.  What has happened to you is really tough and I would not want this to happen to me.  However, it did.  If you can, accept the fact and move on no matter how hard that may be.  This may sound cold but it is what you need to do.  If not, you will be more miserable.",7.055,227.935,232.302,2,1,5,7,4,7,1,7,0.15,13.752,13.752,28.591,1,7,7,6,6,5,7,6,5,4,6.279,49.351,50.588,9,7,7,6,7,5,7,7,6,4.071,40.223,42.059,8,2,1
Default Response Set,Anonymous,,,0,6/9/13 7:43,6/9/13 7:58,1,1,1,,,,,,,,,1,53,1,"In a nutshell, I'm an unemployed veteran of the US Army. I live with my girlfriend, her son and her mother. I like metal and hard rock music.In my spare time I can be found on mturk. An interesting thing that happened to me was that I found this website where you can do small jobs and tasks online to make money. So far, I enjoy it.",1.308,122.357,286.492,3,1,I met this woman online in a social website. We started talking back and forth and before long we met. She's pretty and I really like her. I really tried to be myself when we met and I guess I made a good impression. We dated for a year and we've been now living together for four years.,2.228,206.876,213.46,2,,,,,,,,,,,,,,,,,,,1,1,0,0,53.565,0,,,,,,,Girlfriend broke up with him to see other people.,Cheer up. It's her loss. There's plenty of fish in the sea and you will definitely hook one of them. ,9.194,84.61,89.866,2,1,4,5,3,5,2,4,0,11.126,11.126,14.31,1,6,5,4,5,3,6,1,5,4,4.387,43.707,44.729,9,6,6,3,6,5,7,5,5,3.694,37.062,37.78,8,2,1
Default Response Set,Anonymous,,,0,6/5/13 1:27,6/5/13 1:31,0,1,1,,,,,,,,,1,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 1:40,6/5/13 1:43,0,1,1,,,,,,,,,1,24,1,"I'm male. Generally on the quiet side and I enjoy outdoor activities and sports. I recently rode my first century on a bike, which is a hundred miles. Also love to read.",6.773,6.773,132.519,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 1:54,6/5/13 1:55,0,1,1,,,,,,,,,1,22,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 1:50,6/5/13 2:01,0,1,1,,,,,,,,,1,26,1,"Im a 26 year old father of 2. I live in the southern United States and work full time to support my family. Today, 6/4/2013, My wife got into a very loud shouting match with our neighbors. My neighbor proceeded to shout profanity at my wife and at one point even took off his shirt and jewelery in an attempt to scare my wife. My wife, who is from jersey, was not intimidated at all she proceeded to argue with him until he got so mad he dialed 911. After dialing 911 our neighbor realised that he had to much to hide from the police and took off before they could arrive. Needless to say when the Officer arrived her and my wife had a nice conversation about what took place and why. When all was said and done my wife and the officer had a good laugh about the enitre situation and the officer told us if we had anymore problems to just call and they would be back out to take him away.",35.906,35.906,527.048,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 2:06,6/5/13 2:07,0,1,1,,,,,,,,,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 2:13,6/5/13 2:22,0,1,1,,,,,,,,,1,18,2,I ,4.211,4.211,11.092,1,1,"I was at a party with my friends. This was a big party with a lot of strangers that I had come to with my friends. There was a girl who was there with her husband that I started talking to because she looked particularly and uninterested with what her husband was talking about with his friends. I started talking to her, she was really nice but at first things were really slow but once we got a little more comfortable talking with each other and started opening up more, it was totally different. We could not stop talking to each other! she was like a long lost friend, it was like we knew each other forever. It was like I forgot I even had other friends there. I did not even want to leave when my friends were ready. It helped me to learn that it is never a bad thing to try and talk to someone who looks like they could use to be cheered up. ",14.319,438.696,439.613,2,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 2:25,6/5/13 2:25,0,1,1,,,,,,,,,1,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 2:28,6/5/13 2:32,0,1,1,,,,,,,,,1,21,1,"I am a 21 year-old from pennsylvania. I was recently hit by a car while walking down my neighborhood street. luckily I wasn't hurt, but the guy who did it was drunk, so he got in some trouble. we both had to go to court, and i had to testify against him.",12.075,12.075,192.501,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 2:44,6/5/13 2:44,0,1,1,,,,,,,,,1,24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 2:50,6/5/13 2:51,0,1,1,,,,,,,,,1,48,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 9:29,6/5/13 9:29,0,1,1,,,,,,,,,1,25,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 9:57,6/5/13 9:57,0,1,1,,,,,,,,,1,46,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 13:14,6/5/13 13:14,0,1,1,,,,,,,,,1,25,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 14:37,6/5/13 14:42,0,1,1,,,,,,,,,1,36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Default Response Set,Anonymous,,,0,6/5/13 15:46,6/5/13 15:47,0,1,1,,,,,,,,,1,28,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
